año,mes,hoteles zona 1,extrahoteleros zona 1,total zona 1,hoteles zona 2,extrahoteleros zona 2,total zona 2,hoteles zona 3,extrahoteleros zona 3,total zona 3,hoteles zona 4,extrahoteleros zona 4,total zona 4,hoteles total,extrahoteleros total,total
1998,8,20699,0,20699,7707,28604,36311,498110,317070,815180,1225819,1803636,3029455,1752335,2149310,3901645
1998,9,23896,0,23896,6385,25762,32147,440907,246842,687749,1028274,1370387,2398661,1499462,1642991,3142453
1998,10,32857,0,32857,8429,25937,34366,443876,260939,704815,1088294,1464469,2552763,1573456,1751345,3324801
1998,11,38447,0,38447,9990,32029,42019,487694,305442,793136,1106098,1461501,2567599,1642229,1798972,3441201
1998,12,37227,0,37227,10394,30295,40689,454692,301825,756517,1050581,1529267,2579848,1552894,1861387,3414281
1998,13,374980,0,374980,100396,289414,389810,5239280,3178154,8417434,12820239,17808901,30629140,18534895,21276469,39811364
1999,1,37717,0,37717,11115,29225,40340,455387,301119,756506,1155959,1583954,2739913,1660178,1914298,3574476
1999,2,36554,0,36554,10492,31774,42266,452934,290132,743066,1086318,1568260,2654578,1586298,1890166,3476464
1999,3,36032,0,36032,9395,30522,39917,482398,325208,807606,1142847,1592749,2735596,1670672,1948479,3619151
1999,4,29440,0,29440,8631,23126,31757,411629,239443,651072,1083057,1402891,2485948,1532757,1665460,3198217
1999,5,30666,0,30666,6246,18551,24797,364898,175172,540070,979023,1315079,2294102,1380833,1508802,2889635
1999,6,27496,0,27496,5965,12807,18772,364761,196316,561077,1040192,1336189,2376381,1438414,1545312,2983726
1999,7,29662,0,29662,7963,20283,28246,389113,279475,668588,1222393,1718130,2940523,1649131,2017888,3667019
1999,8,33912,0,33912,7520,30148,37668,520466,349272,869738,1351893,1893931,3245824,1913791,2273351,4187142
1999,9,31006,0,31006,6845,24743,31588,467607,279312,746919,1156637,1522714,2679351,1662095,1826769,3488864
1999,10,37629,0,37629,8482,30332,38814,467394,288407,755801,1217353,1542028,2759381,1730858,1860767,3591625
1999,11,40047,0,40047,9268,32845,42113,495146,321251,816397,1174732,1522038,2696770,1719193,1876134,3595327
1999,12,34110,0,34110,9223,25890,35113,379332,281495,660827,958924,1361055,2319979,1381589,1668440,3050029
1999,13,404271,0,404271,101145,310246,411391,5251065,3326602,8577667,13569328,18359018,31928346,19325809,21995866,41321675
2000,1,32590,0,32590,11128,24614,35742,388649,300202,688851,1043111,1463405,2506516,1475478,1788221,3263699
2000,2,32639,0,32639,9636,28539,38175,442320,308608,750928,1154666,1467521,2622187,1639261,1804668,3443929
2000,3,40857,0,40857,11195,30103,41298,491082,322102,813184,1175202,1555994,2731196,1718336,1908199,3626535
2000,4,35554,0,35554,7672,23482,31154,409577,272345,681922,1170053,1449286,2619339,1622856,1745113,3367969
2000,5,32365,0,32365,6570,18966,25536,394842,188950,583792,1004112,1223192,2227304,1437889,1431108,2868997
2000,6,29045,0,29045,6126,8022,14148,339987,198037,538024,1021013,1310105,2331118,1396171,1516164,2912335
2000,7,30695,0,30695,7128,17201,24329,405173,254056,659229,1272111,1661886,2933997,1715107,1933143,3648250
2000,8,26625,0,26625,8314,25991,34305,499684,323432,823116,1387570,1814023,3201593,1922193,2163446,4085639
2000,9,31297,0,31297,7305,22295,29600,457046,270915,727961,1154598,1497088,2651686,1650246,1790298,3440544
2000,10,33969,0,33969,10008,28518,38526,445884,253816,699700,1203200,1564784,2767984,1693061,1847118,3540179
2000,11,36056,0,36056,9825,35797,45622,448849,289016,737865,1190306,1504181,2694487,1685036,1828994,3514030
2000,12,29528,0,29528,10335,27301,37636,398563,283184,681747,1108246,1482911,2591157,1546672,1793396,3340068
2000,13,391220,0,391220,105242,290829,396071,5121656,3264663,8386319,13884188,17994376,31878564,19502306,21549868,41052174
2001,1,31276,0,31276,10537,31928,42465,409541,297356,706897,1165604,1581049,2746653,1616958,1910333,3527291
2001,2,36417,0,36417,6611,36206,42817,450034,300010,750044,1179787,1510791,2690578,1672849,1847007,3519856
2001,3,40503,0,40503,8131,30367,38498,483545,314300,797845,1269318,1648736,2918054,1801497,1993403,3794900
2001,4,37083,0,37083,6836,25239,32075,389914,239706,629620,1204343,1481301,2685644,1638176,1746246,3384422
2001,5,39857,0,39857,6531,24456,30987,388862,157267,546129,1149265,1345182,2494447,1584515,1526905,3111420
2001,6,35386,0,35386,6215,10115,16330,333265,178974,512239,1148072,1496285,2644357,1522938,1685374,3208312
2001,7,35774,0,35774,6063,15453,21516,396744,270919,667663,1358985,1837421,3196406,1797566,2123793,3921359
2001,8,33710,0,33710,6070,26303,32373,512467,339109,851576,1495515,1934686,3430201,2047762,2300098,4347860
2001,9,35724,0,35724,8424,27086,35510,450533,268413,718946,1235671,1529645,2765316,1730352,1825144,3555496
2001,10,44172,0,44172,8100,27654,35754,426173,251226,677399,1309382,1584810,2894192,1787827,1863690,3651517
2001,11,43108,0,43108,8535,32870,41405,407263,282192,689455,1274365,1490924,2765289,1733271,1805986,3539257
2001,12,39250,0,39250,7686,27225,34911,360968,260815,621783,1175726,1449331,2625057,1583630,1737371,3321001
2001,13,452260,0,452260,89739,314902,404641,5009309,3160287,8169596,14966033,18890161,33856194,20517341,22365350,42882691
2002,1,37493,0,37493,8557,28567,37124,380330,279571,659901,1280980,1652272,2933252,1707360,1960410,3667770
2002,2,39469,0,39469,9000,33023,42023,432971,292788,725759,1248846,1565923,2814769,1730286,1891734,3622020
2002,3,37722,0,37722,8299,39806,48105,459653,298509,758162,1343378,1781301,3124679,1849052,2119616,3968668
2002,4,31860,0,31860,8380,30250,38630,351871,219491,571362,1155409,1415234,2570643,1547520,1664975,3212495
2002,5,33012,0,33012,5340,22114,27454,321921,155548,477469,1054242,1199407,2253649,1414515,1377069,2791584
2002,6,33698,0,33698,4322,22160,26482,318885,189418,508303,1108830,1361980,2470810,1465735,1573558,3039293
2002,7,31501,0,31501,6030,22362,28392,449473,263926,713399,1275001,1691929,2966930,1762005,1978217,3740222
2002,8,35871,0,35871,5340,24296,29636,561280,346306,907586,1422292,1865890,3288182,2024783,2236492,4261275
2002,9,32595,0,32595,6364,24993,31357,478265,250903,729168,1216552,1497505,2714057,1733776,1773401,3507177
2002,10,37785,0,37785,7092,29140,36232,387987,222612,610599,1278569,1580107,2858676,1711433,1831859,3543292
2002,11,39172,0,39172,8205,33599,41804,440906,273772,714678,1201790,1516848,2718638,1690073,1824219,3514292
2002,12,37716,0,37716,8107,27942,36049,391569,272036,663605,1152480,1498288,2650768,1589872,1798266,3388138
2002,13,427894,0,427894,85036,338252,423288,4975111,3064880,8039991,14738369,18626684,33365053,20226410,22029816,42256226
2003,1,35729,0,35729,8663,30468,39131,424044,284231,708275,1279588,1460961,2740549,1748024,1775660,3523684
2003,2,37144,0,37144,8871,28112,36983,419374,260197,679571,1201190,1427553,2628743,1666579,1715862,3382441
2003,3,41260,0,41260,9496,30299,39795,442954,271952,714906,1268988,1500152,2769140,1762698,1802403,3565101
2003,4,34967,0,34967,8082,23781,31863,378998,214531,593529,1282308,1482399,2764707,1704355,1720711,3425066
2003,5,32788,0,32788,7143,26025,33168,350769,160276,511045,1151953,1399466,2551419,1542653,1585767,3128420
2003,6,30600,0,30600,6866,14827,21693,333368,191116,524484,1127065,1392341,2519406,1497899,1598284,3096183
2003,7,29954,0,29954,7845,15586,23431,485974,250262,736236,1369241,1712995,3082236,1893014,1978843,3871857
2003,8,25789,0,25789,8090,27896,35986,584051,337595,921646,1598974,1908873,3507847,2216904,2274364,4491268
2003,9,26611,0,26611,8381,23536,31917,473117,238999,712116,1198063,1432078,2630141,1706172,1694613,3400785
2003,10,34666,0,34666,10346,26910,37256,411291,241529,652820,1292751,1610674,2903425,1749054,1879113,3628167
2003,11,35278,0,35278,10026,33560,43586,392501,271365,663866,1159190,1456300,2615490,1596995,1761225,3358220
2003,12,28295,0,28295,10418,29404,39822,378243,269621,647864,1145726,1507690,2653416,1562682,1806715,3369397
2003,13,393081,0,393081,104227,310404,414631,5074684,2991674,8066358,15075037,18291482,33366519,20647029,21593560,42240589
2004,1,29656,0,29656,10748,30716,41464,408978,277169,686147,1361308,1536827,2898135,1810690,1844712,3655402
2004,2,35198,0,35198,9877,32681,42558,409900,279453,689353,1343208,1557440,2900648,1798183,1869574,3667757
2004,3,36104,0,36104,10241,32807,43048,417747,266531,684278,1271312,1582181,2853493,1735404,1881519,3616923
2004,4,27241,0,27241,9539,29164,38703,330049,202547,532596,1258303,1426285,2684588,1625132,1657996,3283128
2004,5,31380,0,31380,7813,25929,33742,324548,148178,472726,1119076,1115135,2234211,1482817,1289242,2772059
2004,6,28424,0,28424,6937,14749,21686,339198,159046,498244,1106163,1124591,2230754,1480722,1298386,2779108
2004,7,33598,0,33598,7591,14908,22499,446591,223680,670271,1438353,1513546,2951899,1926133,1752134,3678267
2004,8,27174,0,27174,8334,19601,27935,582268,320819,903087,1698969,1729561,3428530,2316745,2069981,4386726
2004,9,31101,0,31101,9781,21661,31442,468345,207301,675646,1285174,1322584,2607758,1794401,1551546,3345947
2004,10,32402,0,32402,10337,24844,35181,383673,220498,604171,1408746,1493902,2902648,1835158,1739244,3574402
2004,11,39592,0,39592,11419,32172,43591,364619,259938,624557,1317801,1485895,2803696,1733431,1778005,3511436
2004,12,36016,0,36016,10084,25126,35210,357715,264246,621961,1288864,1501675,2790539,1692679,1791047,3483726
2004,13,387886,0,387886,112701,304358,417059,4833631,2829406,7663037,15897277,17389622,33286899,21231495,20523386,41754881
2005,1,31959,0,31959,10097,29945,40042,408824,293670,702494,1457353,1593305,3050658,1908233,1916920,3825153
2005,2,36495,0,36495,11400,29433,40833,419786,272176,691962,1300662,1544270,2844932,1768343,1845879,3614222
2005,3,35529,0,35529,10334,30394,40728,391496,276453,667949,1348857,1618100,2966957,1786216,1924947,3711163
2005,4,36142,0,36142,9883,22212,32095,342701,201415,544116,1196793,1252294,2449087,1585519,1475921,3061440
2005,5,36739,0,36739,8532,19528,28060,327355,156007,483362,1134449,1063936,2198385,1507075,1239471,2746546
2005,6,32751,0,32751,6823,18252,25075,333851,177583,511434,1206346,1084931,2291277,1579771,1280766,2860537
2005,7,31238,0,31238,7195,10892,18087,456611,244156,700767,1461842,1494110,2955952,1956886,1749158,3706044
2005,8,31848,0,31848,8655,19140,27795,580571,315195,895766,1706870,1790951,3497821,2328944,2125286,4454230
2005,9,32859,0,32859,7387,21927,29314,437060,227749,664809,1398023,1296575,2694598,1875329,1546251,3421580
2005,10,33866,0,33866,11288,22938,34226,386732,219822,606554,1511122,1488674,2999796,1943008,1731434,3674442
2005,11,35579,0,35579,10970,31409,42379,389302,259804,649106,1402089,1504833,2906922,1837940,1796046,3633986
2005,12,35484,0,35484,9150,23034,32184,376257,258213,634470,1289755,1426126,2715881,1710646,1707373,3418019
2005,13,411299,0,411299,112005,278892,390897,4839311,2896656,7735967,16361307,17180283,33541590,21723922,20355831,42079753
2006,1,33816,0,33816,9376,25896,35272,396454,286097,682551,1505639,1505125,3010764,1945285,1817118,3762403
2006,2,43193,0,43193,9580,26399,35979,411660,275604,687264,1349954,1458277,2808231,1814387,1760280,3574667
2006,3,43839,0,43839,9244,27921,37165,463119,290651,753770,1506477,1528673,3035150,2022679,1847245,3869924
2006,4,37211,0,37211,9572,22382,31954,407044,241047,648091,1485193,1381352,2867265,1939740,1644781,3583801
2006,5,34564,0,34564,8669,16896,25565,387839,168650,556489,1275838,1097073,2372911,1706910,1282619,2989529
2006,6,35179,0,35179,8754,16178,24932,398023,199329,597352,1349471,1179094,2528565,1791427,1394601,3186028
2006,7,36392,0,36392,9852,13909,23761,494068,282440,776508,1615756,1575652,3191408,2156068,1872001,4028069
2006,8,32936,0,32936,7337,18004,25341,543974,320525,864499,1778712,1846237,3624949,2362959,2184766,4547725
2006,9,38098,0,38098,8933,18980,27913,449218,229525,678743,1434556,1307909,2742465,1930805,1556414,3487219
2006,10,40563,0,40563,8944,23030,31974,400816,214913,615729,1528328,1472029,3000357,1978651,1709972,3688623
2006,11,45792,0,45792,10278,30619,40897,413551,253052,666603,1411218,1421431,2832649,1880839,1705102,3585941
2006,12,45766,0,45766,8563,23450,32013,396059,276058,672117,1414867,1419873,2834740,1865255,1719381,3584636
2006,13,467349,0,467349,109102,263664,372766,5161825,3037891,8199716,17656009,17192725,34848734,23394285,20494280,43888565
2007,1,38851,0,38851,8425,25429,33854,423561,286176,709737,1502469,1458712,2961181,1973306,1770317,3743623
2007,2,40231,0,40231,10287,28533,38820,417816,263577,681393,1359098,1419242,2778340,1827432,1711352,3538784
2007,3,49531,0,49531,10050,31380,41430,460212,286611,746823,1507773,1518391,3026164,2027566,1836382,3863948
2007,4,44433,0,44433,8885,20461,29346,406505,213793,620298,1364102,1243098,2607200,1823925,1477352,3301277
2007,5,43900,0,43900,8250,15622,23872,304841,172460,477301,1162777,1001690,2164467,1519768,1189772,2709540
2007,6,42274,0,42274,8456,10954,19410,359199,209506,568705,1249511,1051533,2301044,1659440,1271993,2931433
2007,7,41948,0,41948,8439,7272,15711,438202,277857,716059,1530077,1378945,2909022,2018666,1664074,3682740
2007,8,27092,0,27092,7263,17235,24498,529425,318479,847904,1716583,1614287,3330870,2280363,1950001,4230364
2007,9,36895,0,36895,7988,18338,26326,396349,212512,608861,1397041,1150450,2547491,1838273,1381300,3219573
2007,10,43633,0,43633,7835,21837,29672,353088,216307,569395,1472520,1330555,2803075,1877076,1568699,3445775
2007,11,43269,0,43269,7038,28293,35331,412586,253095,665681,1474517,1430501,2905018,1937410,1711889,3649299
2007,12,41680,0,41680,7856,18631,26487,404083,289569,693652,1415388,1445539,2860927,1869007,1753739,3622746
2007,13,493737,0,493737,100772,243985,344757,4905867,2999942,7905809,17151856,16042943,33194799,22652232,19286870,41939102
2008,1,43024,0,43024,7725,20085,27810,417612,292302,709914,1534526,1484528,3019054,2002887,1796915,3799802
2008,2,48549,0,48549,6660,25052,31712,430727,271596,702323,1461747,1504075,2965822,1947683,1800723,3748406
2008,3,48080,0,48080,9908,23090,32998,454238,286644,740882,1593648,1567646,3161294,2105874,1877380,3983254
2008,4,42222,0,42222,6702,15466,22168,446888,233964,680852,1428017,1203931,2631948,1923829,1453361,3377190
2008,5,47422,0,47422,6936,8563,15499,354781,214355,569136,1314657,1022113,2336770,1723796,1245031,2968827
2008,6,39136,0,39136,4745,6457,11202,356135,205258,561393,1344539,1131089,2475628,1744555,1342804,3087359
2008,7,42255,0,42255,8177,3331,11508,404491,255991,660482,1655960,1431909,3087869,2110883,1691231,3802114
2008,8,31889,0,31889,7468,10402,17870,505109,320083,825192,1694975,1586662,3281637,2239441,1917147,4156588
2008,9,34143,0,34143,11958,11675,23633,360796,194933,555729,1372246,1101578,2473824,1779143,1308186,3087329
2008,10,43114,0,43114,11705,12613,24318,333707,198840,532547,1442873,1248375,2691248,1831399,1459828,3291227
2008,11,42442,0,42442,12070,25961,38031,377150,232767,609917,1380250,1331372,2711622,1811912,1590100,3402012
2008,12,38168,0,38168,10629,13537,24166,390412,251109,641521,1348788,1305326,2654114,1787997,1569972,3357969
2008,13,500444,0,500444,104683,176232,280915,4832046,2957842,7789888,17572226,15918604,33490830,23009399,19052678,42062077
2009,1,32979,0,32979,7275,15846,23121,398582,257275,655857,1393741,1314841,2708582,1832577,1587962,3420539
2009,2,39273,0,39273,7018,16698,23716,358041,232866,590907,1250254,1242733,2492987,1654586,1492297,3146883
2009,3,36664,0,36664,8896,16021,24917,378366,230571,608937,1303981,1310972,2614953,1727907,1557564,3285471
2009,4,29837,0,29837,7132,13791,20923,338449,165146,503595,1273150,1090938,2364088,1648568,1269875,2918443
2009,5,30141,0,30141,6324,12542,18866,278712,145623,424335,1104723,845043,1949766,1419900,1003208,2423108
2009,6,28102,0,28102,6159,4614,10773,280718,164190,444908,1172717,912108,2084825,1487696,1080912,2568608
2009,7,27260,0,27260,7561,4727,12288,317906,174001,491907,1441101,1206577,2647678,1793828,1385305,3179133
2009,8,21384,0,21384,6624,9800,16424,407201,201943,609144,1518174,1404758,2922932,1953383,1616501,3569884
2009,9,25861,0,25861,7871,10888,18759,287064,133101,420165,1243056,1009,2252645,1563852,1153578,2717430
2009,10,28970,0,28970,8009,12726,20735,267528,142173,409701,1320356,1097697,2418053,1624863,1252596,2877459
2009,11,27704,0,27704,7145,12731,19876,348628,181952,530580,1285629,1133883,2419512,1669106,1328566,2997672
2009,12,36076,0,36076,7869,11822,19691,355605,197290,552895,1250566,1160848,2411414,1650116,1369960,3020076
2009,13,364251,0,364251,87883,142206,230089,4016800,2226131,6242931,15557448,12721407,29287435,20026382,16098324,36124706
2010,1,28645,0,28645,7854,10058,17912,398792,202612,601404,1353115,1226561,2579676,1788406,1439231,3227637
2010,2,34616,0,34616,7565,12714,20279,378359,192962,571321,1257924,1165508,2423432,1678464,1371184,3049648
2010,3,28465,0,28465,7617,13580,21197,354693,181354,536047,1354361,1238139,2592500,1745136,1433073,3178209
2010,4,27550,0,27550,7140,11766,18906,281473,131524,412997,1260631,984562,2245193,1576794,1127852,2704646
2010,5,25316,0,25316,7296,7702,14998,284603,117043,401646,1174536,842106,2016642,1491751,966851,2458602
2010,6,26127,0,26127,7245,5006,12251,305623,139649,445272,1225167,952455,2177622,1564162,1097110,2661272
2010,7,22934,0,22934,6512,5168,11680,276685,126771,403456,1546317,1269065,2815382,1852448,1401004,3253452
2010,8,22619,0,22619,4504,9520,14024,336476,148947,485423,1655712,1425959,3081671,2019311,1584426,3603737
2010,9,22588,0,22588,6518,7442,13960,265333,108156,373489,1328723,1031829,2360552,1623162,1147427,2770589
2010,10,27998,0,27998,8410,10829,19239,258523,119444,377967,1478716,1157239,2635955,1773647,1287512,3061159
2010,11,30419,0,30419,8561,11445,20006,323933,178427,502360,1402267,1265791,2668058,1765180,1455663,3220843
2010,12,28572,0,28572,8119,9283,17402,320934,183730,504664,1308369,1180591,2488960,1665994,1373604,3039598
2010,13,325849,0,325849,87341,114513,201854,3785427,1830619,5616046,16345838,13739805,30085643,20544455,15684937,36229392
2011,1,28765,0,28765,4162,11541,15703,392802,180684,573486,1534404,1263574,2797978,1960133,1455799,3415932
2011,2,31753,0,31753,5488,12185,17673,414969,184085,599054,1573698,1355404,2929102,2025908,1551674,3577582
2011,3,34318,0,34318,4662,14382,19044,421503,189247,610750,1622217,1370736,2992953,2082700,1574365,3657065
2011,4,26724,0,26724,5306,27259,32565,347660,139740,487400,1608328,1232540,2840868,1988018,1399539,3387557
2011,5,26636,0,26636,5177,6318,11495,287742,91390,379132,1314094,889851,2203945,1633649,987559,2621208
2011,6,25250,0,25250,4800,3754,8554,310743,100713,411456,1407351,1032918,2440269,1748144,1137385,2885529
2011,7,24013,0,24013,4003,4640,8643,322604,130077,452681,1722355,1347030,3069385,2072975,1481747,3554722
2011,8,18819,0,18819,1169,7200,8369,414017,148788,562805,1817267,1451577,3268844,2251272,1607565,3858837
2011,9,26763,0,26763,3246,7791,11037,347876,93510,441386,1580252,1130536,2710788,1958137,1231837,3189974
2011,10,27556,0,27556,3045,10366,13411,274502,117281,391783,1650927,1262945,2913872,1956030,1390592,3346622
2011,11,30132,0,30132,3438,12100,15538,383402,154050,537452,1601978,1273509,2875487,2018950,1439659,3458609
2011,12,28750,0,28750,2275,8669,10944,364921,168273,533194,1453269,1250693,2703962,1849215,1427635,3276850
2011,13,329479,0,329479,46771,126205,172976,4282741,1697838,5980579,18886140,14861313,33747453,23545131,16685356,40230487
2012,1,32842,0,32842,2973,8388,11361,436489,174344,610833,1699976,1251233,2951209,2172280,1433965,3606245
2012,2,41796,0,41796,6749,10444,17193,438415,171102,609517,1602902,1237345,2840247,2089862,1418891,3508753
2012,3,29552,0,29552,6568,10294,16862,419416,162475,581891,1527368,1200994,2728362,1982904,1373763,3356667
2012,4,29581,0,29581,5130,10891,16021,330976,112672,443648,1487606,997364,2484970,1853293,1120927,2974220
2012,5,31843,0,31843,4894,5484,10378,299739,82501,382240,1338194,800307,2138501,1674670,888292,2562962
2012,6,28267,0,28267,3880,4597,8477,309937,99267,409204,1447583,903312,2350895,1789667,1007176,2796843
2012,7,29004,0,29004,5727,1563,7290,307282,115943,423225,1730710,1209766,2940476,2072723,1327272,3399995
2012,8,26231,0,26231,3578,2048,5626,355860,132212,488072,1771043,1306276,3077319,2156712,1440536,3597248
2012,9,26480,0,26480,7110,2547,9657,325368,97834,423202,1496130,990901,2487031,1855088,1091282,2946370
2012,10,32572,0,32572,6968,2895,9863,306342,110779,417121,1639616,1096962,2736578,1985498,1210636,3196134
2012,11,34242,0,34242,7865,3818,11683,330796,130797,461593,1547431,1115423,2662854,1920334,1250038,3170372
2012,12,34700,0,34700,7777,2432,10209,357910,155354,513264,1496417,1108388,2604805,1896804,1266174,3162978
2012,13,389902,0,389902,70241,74282,144523,4349663,1600439,5950102,18657168,13245850,31903018,23466974,14920571,38387545
2013,1,35844,0,35844,12231,2641,14872,417290,168413,585703,1625655,1221651,2847306,2091020,1392705,3483725
2013,2,38948,0,38948,10935,3828,14763,405221,152178,557399,1423289,1123064,2546353,1878393,1279070,3157463
2013,3,34392,0,34392,10284,4368,14652,423862,153360,577222,1629891,1188589,2818480,2098429,1346317,3444746
2013,4,28936,0,28936,7770,2946,10716,303759,105669,409428,1445362,960835,2406197,1785827,1069450,2855277
2013,5,28167,0,28167,7884,1978,9862,285552,86519,372071,1399265,866729,2265994,1720868,955226,2676094
2013,6,25638,0,25638,6071,1242,7313,299137,100246,399383,1439496,905963,2345459,1770342,1007451,2777793
2013,7,30589,0,30589,5748,1474,7222,338120,133149,471269,1682226,1192214,2874440,2056683,1326837,3383520
2013,8,28954,0,28954,5713,2048,7761,390707,148068,538775,1819171,1282107,3101278,2244545,1432223,3676768
2013,9,27884,0,27884,7103,2507,9610,333399,104893,438292,1519775,1026224,2545999,1888161,1133624,3021785
2013,10,32795,0,32795,6927,3253,10180,328083,125168,453251,1700163,1104545,2804708,2067968,1232966,3300934
2013,11,47820,0,47820,9125,4731,13856,416888,169203,586091,1621423,1187210,2808633,2095256,1361144,3456400
2013,12,48999,0,48999,10198,4747,14945,410610,159625,570235,1575128,1201834,2776962,2044935,1366206,3411141
2013,13,408966,0,408966,99989,35763,135752,4352628,1606491,5959119,18880844,13260965,32141809,23742427,14903219,38645646
2014,1,52201,0,52201,8735,3383,12118,454480,170039,624519,1698196,1223104,2921300,2213612,1396526,3610138
2014,2,48919,0,48919,8437,5151,13588,416118,162187,578305,1588914,1088062,2676976,2062388,1255400,3317788
2014,3,47819,0,47819,10506,5069,15575,410686,169016,579702,1681063,1154134,2835197,2150074,1328219,3478293
2014,4,33449,0,33449,8598,4701,13299,340606,121700,462306,1600433,1040899,2641332,1983086,1167300,3150386
2014,5,36153,0,36153,7323,2044,9367,279101,93442,372543,1489043,859248,2348291,1811620,954734,2766354
2014,6,29541,0,29541,6648,1383,8031,305638,108505,414143,1543043,950636,2493679,1884870,1060524,2945394
2014,7,35006,0,35006,4958,1307,6265,347949,154077,502026,1725732,1165101,2890833,2113645,1320485,3434130
2014,8,36820,0,36820,5695,2402,8097,414780,167622,582402,1857354,1320525,3177879,2314649,1490549,3805198
2014,9,35155,0,35155,6640,2262,8902,352650,131946,484596,1556895,1021725,2578620,1951340,1155933,3107273
2014,10,40539,0,40539,8390,3727,12117,326299,145475,471774,1758232,1136826,2895058,2133460,1286028,3419488
2014,11,46373,0,46373,8113,3223,11336,380836,135490,516326,1577609,1111141,2688750,2012931,1249854,3262785
2014,12,47469,0,47469,8555,3061,11616,368395,160215,528610,1569893,1110791,2680684,1994312,1274067,3268379
2014,13,"489,444",0,"489,444","92,598","37,713","130,311","4,397,538","1,719,714","6,117,252","19,646,407","13,182,192","32,828,599","24,625,987","14,939,619","39,565,606"
2015,1,45279,0,45279,8478,2072,10550,416778,171181,587959,1665421,1185567,2850988,2135956,1358820,3494776
2015,2,46699,0,46699,7800,4696,12496,392040,157488,549528,1526038,1110445,2636483,1972577,1272629,3245206
2015,3,45795,0,45795,9530,4417,13947,397294,143758,541052,1619714,1161327,2781041,2072333,1309502,3381835
2015,4,37566,0,37566,8215,4621,12836,329449,99982,429431,1533002,1019519,2552521,1908232,1124122,3032354
2015,5,35470,0,35470,8736,2274,11010,305245,105846,411091,1460878,885741,2346619,1810329,993861,2804190
2015,6,34160,0,34160,7653,1524,9177,313124,111920,425044,1435462,936584,2372046,1790399,1050028,2840427
2015,7,36767,0,36767,8798,2429,11227,350298,130745,481043,1782150,1099445,2881595,2178013,1232619,3410632
2015,8,43035,0,43035,6231,4298,10529,415190,158504,573694,1994052,1263795,3257847,2458508,1426597,3885105
2015,9,43775,0,43775,7265,3205,10470,362469,129066,491535,1640070,971346,2611416,2053579,1103617,3157196
2015,10,44264,0,44264,8604,4950,13554,328975,132415,461390,1817594,1075323,2892917,2199437,1212688,3412125
2015,11,50172,0,50172,9440,4460,13900,379075,137935,517010,1676667,1031921,2708588,2115354,1174316,3289670
2015,12,51364,0,51364,7741,2905,10646,377853,154078,531931,1663959,1065371,2729330,2100917,1222354,3323271
2015,13,514346,0,514346,98491,41851,140342,4367790,1632918,6000708,19815007,12806384,32621391,24795634,14481153,39276787
2016,1,52620,569,53189,8496,4948,13444,432643,173090,605733,1763811,1090429,2854240,2257570,1269036,3526606
2016,2,53898,685,54583,9252,4791,14043,426875,167636,594511,1746537,1069962,2816499,2236562,1243074,3479636
2016,3,56253,1056,57309,9836,5803,15639,446030,172081,618111,1838798,1116987,2955785,2350917,1295927,3646844
2016,4,41277,742,42019,7907,4714,12621,394883,134959,529842,1706449,993124,2699573,2150516,1133539,3284055
2016,5,40465,231,40696,7617,2515,10132,387144,136460,523604,1662768,926113,2588881,2097994,1065319,3163313
2016,6,36446,0,36446,5396,2079,7475,381715,139152,520867,1713617,990284,2703901,2137174,1131515,3268689
2016,7,42649,6244,48893,7135,2845,9980,430677,196354,627031,2000196,1208566,3208762,2480657,1414009,3894666
2016,8,48755,0,48755,6878,5818,12696,500258,209130,709388,2117401,1257877,3375278,2673292,1472825,4146117
2016,9,41318,0,41318,8398,4573,12971,429590,176831,606421,1751698,1000324,2752022,2231004,1181728,3412732
2016,10,45377,0,45377,8513,5831,14344,415965,180416,596381,1871667,1092769,2964436,2341522,1279016,3620538
2016,11,50524,0,50524,9565,6451,16016,426765,179516,606281,1699528,1018657,2718185,2186382,1204624,3391006
2016,12,47641,0,47641,9939,5127,15066,404158,180542,584700,1681497,1042178,2723675,2143235,1227847,3371082
2016,13,557223,9527,566750,98932,55495,154427,5076703,2046167,7122870,21553967,12807270,34361237,27286825,14918459,42205284
2017,1,54296,0,54296,10983,5825,16808,455415,191967,647382,1770617,1079334,2849951,2291311,1277126,3568437
2017,2,51734,0,51734,10538,6322,16860,426003,162550,588553,1644196,1016130,2660326,2132471,1185002,3317473
2017,3,55004,0,55004,10558,7840,18398,452636,167685,620321,1739160,1064324,2803484,2257358,1239849,3497207
2017,4,45800,0,45800,9033,7984,17017,425449,158124,583573,1732092,1065012,2797104,2212374,1231120,3443494
2017,5,39059,0,39059,8550,3839,12389,403536,143467,547003,1622523,965827,2588350,2073668,1113133,3186801
2017,6,36332,0,36332,7721,2147,9868,433050,167034,600084,1701790,1027983,2729773,2178893,1197164,3376057
2017,7,43231,0,43231,10213,4180,14393,499637,206869,706506,1892898,1215829,3108727,2445979,1426878,3872857
2017,8,46999,0,46999,9938,7457,17395,530050,219546,749596,1993690,1285562,3279252,2580677,1512565,4093242
2017,9,44841,0,44841,11617,10670,22287,476800,186006,662806,1688599,1042707,2731306,2221857,1239383,3461240
2017,10,50608,0,50608,13762,7170,20932,458581,186884,645465,1778781,1046179,2824960,2301732,1240233,3541965
2017,11,49590,0,49590,13627,7590,21217,453682,176210,629892,1661252,1034954,2696206,2178151,1218754,3396905
